"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","45111","57","0","2017","A","",1,2,12584,0,0,161,8389,"",2.25,1.88,0.80,0.00,0.00,0.57,0.57,"",0,0.0,1,100.0,1281,11.3,0,0.0,0,0.0,-25,-13.4,-1299,-13.4
"01000","1","451110","58","0","2017","A","",1,2,12584,0,0,161,8389,"",2.25,1.88,0.80,0.00,0.00,0.57,0.57,"",0,0.0,1,100.0,1281,11.3,0,0.0,0,0.0,-25,-13.4,-1299,-13.4
"01000","1","452","55","0","2017","A","",6,582,38138489,0,0,1261,65558,"",1.64,1.37,3.54,0.00,0.00,2.59,2.59,"",0,0.0,-9,-1.5,-4594013,-10.8,0,0.0,0,0.0,-131,-9.4,-6809,-9.4
"01000","1","4522","56","0","2017","A","",6,582,38138489,0,0,1261,65558,"",2.26,1.98,5.16,0.00,0.00,2.61,2.61,"N",6,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","45221","57","0","2017","A","",6,582,38138489,0,0,1261,65558,"",2.26,1.98,5.16,0.00,0.00,2.61,2.61,"N",6,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","452210","58","0","2017","A","",6,582,38138489,0,0,1261,65558,"",2.26,1.98,5.16,0.00,0.00,2.61,2.61,"N",6,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","48-49","54","0","2017","A","",581,8822,482092485,0,0,1051,54648,"",1.57,1.04,1.13,0.00,0.00,1.09,1.09,"",11,1.9,180,2.1,9290491,2.0,0,0.0,0,0.0,-1,-0.1,-59,-0.1
"01000","1","488","55","0","2017","A","",2,44,4421231,0,0,1929,100293,"",0.94,0.28,0.25,0.00,0.00,0.89,0.90,"",0,0.0,4,10.0,341338,8.4,0,0.0,0,0.0,-12,-0.6,-653,-0.6
"01000","1","4881","56","0","2017","A","",2,44,4421231,0,0,1929,100293,"",0.94,0.28,0.25,0.00,0.00,0.89,0.90,"",0,0.0,4,10.0,341338,8.4,0,0.0,0,0.0,-12,-0.6,-653,-0.6
"01000","1","48811","57","0","2017","A","",2,44,4421231,0,0,1929,100293,"",0.94,0.28,0.25,0.00,0.00,0.89,0.90,"",0,0.0,4,10.0,341338,8.4,0,0.0,0,0.0,-12,-0.6,-653,-0.6
"01000","1","488111","58","0","2017","A","",2,44,4421231,0,0,1929,100293,"",0.95,0.28,0.25,0.00,0.00,0.89,0.89,"",0,0.0,4,10.0,341338,8.4,0,0.0,0,0.0,-12,-0.6,-653,-0.6
"01000","1","491","55","0","2017","A","",579,8778,477671254,0,0,1047,54418,"",1.57,1.06,1.17,0.00,0.00,1.11,1.11,"",11,1.9,176,2.0,8949153,1.9,0,0.0,0,0.0,-1,-0.1,-72,-0.1
"01000","1","4911","56","0","2017","A","",579,8778,477671254,0,0,1047,54418,"",1.57,1.06,1.17,0.00,0.00,1.11,1.11,"",11,1.9,176,2.0,8949153,1.9,0,0.0,0,0.0,-1,-0.1,-72,-0.1
"01000","1","49111","57","0","2017","A","",579,8778,477671254,0,0,1047,54418,"",1.57,1.06,1.17,0.00,0.00,1.11,1.11,"",11,1.9,176,2.0,8949153,1.9,0,0.0,0,0.0,-1,-0.1,-72,-0.1
"01000","1","491110","58","0","2017","A","",579,8778,477671254,0,0,1047,54418,"",1.57,1.06,1.17,0.00,0.00,1.11,1.11,"",11,1.9,176,2.0,8949153,1.9,0,0.0,0,0.0,-1,-0.1,-72,-0.1
"01000","1","51","54","0","2017","A","",2,12,369309,0,0,584,30354,"",1.27,0.14,0.06,0.00,0.00,0.47,0.47,"",0,0.0,0,0.0,-17986,-4.6,0,0.0,0,0.0,-24,-3.9,-1262,-4.0
"01000","1","519","55","0","2017","A","",2,12,369309,0,0,584,30354,"",1.46,0.17,0.08,0.00,0.00,0.45,0.45,"",0,0.0,0,0.0,-17986,-4.6,0,0.0,0,0.0,-24,-3.9,-1262,-4.0
"01000","1","5191","56","0","2017","A","",2,12,369309,0,0,584,30354,"",1.46,0.17,0.08,0.00,0.00,0.45,0.45,"",0,0.0,0,0.0,-17986,-4.6,0,0.0,0,0.0,-24,-3.9,-1262,-4.0
"01000","1","51912","57","0","2017","A","",2,12,369309,0,0,584,30354,"",1.49,0.17,0.08,0.00,0.00,0.45,0.45,"",0,0.0,0,0.0,-17986,-4.6,0,0.0,0,0.0,-24,-3.9,-1262,-4.0
"01000","1","519120","58","0","2017","A","",2,12,369309,0,0,584,30354,"",1.49,0.17,0.08,0.00,0.00,0.45,0.45,"",0,0.0,0,0.0,-17986,-4.6,0,0.0,0,0.0,-24,-3.9,-1262,-4.0
"01000","1","52","54","0","2017","A","",18,148,12134864,0,0,1572,81762,"",1.79,0.85,0.74,0.00,0.00,0.87,0.87,"",1,5.9,0,0.0,-175254,-1.4,0,0.0,0,0.0,-30,-1.9,-1555,-1.9
"01000","1","522","55","0","2017","A","",16,98,6935932,0,0,1361,70775,"",1.93,1.19,1.17,0.00,0.00,0.97,0.98,"",1,6.7,2,2.1,-116935,-1.7,0,0.0,0,0.0,-46,-3.3,-2375,-3.2
"01000","1","5222","56","0","2017","A","",16,98,6935932,0,0,1361,70775,"",1.93,1.19,1.17,0.00,0.00,0.97,0.98,"",1,6.7,2,2.1,-116935,-1.7,0,0.0,0,0.0,-46,-3.3,-2375,-3.2
"01000","1","52229","57","0","2017","A","",16,98,6935932,0,0,1361,70775,"",1.93,1.19,1.17,0.00,0.00,0.97,0.98,"",1,6.7,2,2.1,-116935,-1.7,0,0.0,0,0.0,-46,-3.3,-2375,-3.2
"01000","1","522292","58","0","2017","A","",1,8,549781,0,0,1350,70185,"",0.27,0.20,0.24,0.00,0.00,1.20,1.20,"",0,0.0,2,33.3,118249,27.4,0,0.0,0,0.0,22,1.7,1140,1.7
"01000","1","522294","58","0","2017","A","",8,80,5341681,0,0,1288,66980,"",13.70,14.67,16.95,0.00,0.00,1.16,1.16,"",-1,-11.1,3,3.9,-9476,-0.2,0,0.0,0,0.0,-47,-3.5,-2440,-3.5
"01000","1","522298","58","0","2017","A","",7,10,1044470,0,0,1928,100269,"",1.82,0.32,0.37,0.00,0.00,1.13,1.13,"",2,40.0,-3,-23.1,-225708,-17.8,0,0.0,0,0.0,61,3.3,3185,3.3
"01000","1","524","55","0","2017","A","",2,50,5198932,0,0,1983,103119,"",1.19,0.56,0.50,0.00,0.00,0.89,0.90,"",0,0.0,-1,-2.0,-58319,-1.1,0,0.0,0,0.0,14,0.7,705,0.7
"01000","1","5241","56","0","2017","A","",2,50,5198932,0,0,1983,103119,"",1.49,0.59,0.52,0.00,0.00,0.88,0.88,"",0,0.0,-1,-2.0,-58319,-1.1,0,0.0,0,0.0,14,0.7,705,0.7
"01000","1","52412","57","0","2017","A","",2,50,5198932,0,0,1983,103119,"",1.49,0.59,0.52,0.00,0.00,0.88,0.88,"",0,0.0,-1,-2.0,-58319,-1.1,0,0.0,0,0.0,14,0.7,705,0.7
"01000","1","524128","58","0","2017","A","",2,50,5198932,0,0,1983,103119,"",1.53,0.59,0.52,0.00,0.00,0.88,0.88,"",0,0.0,-1,-2.0,-58319,-1.1,0,0.0,0,0.0,14,0.7,705,0.7
"01000","1","54","54","0","2017","A","",40,1791,163694170,0,0,1758,91419,"",2.40,2.10,2.57,0.00,0.00,1.22,1.22,"",1,2.6,43,2.5,9812769,6.4,0,0.0,0,0.0,65,3.8,3407,3.9
"01000","1","541","55","0","2017","A","",40,1791,163694170,0,0,1758,91419,"",2.40,2.10,2.57,0.00,0.00,1.22,1.22,"",1,2.6,43,2.5,9812769,6.4,0,0.0,0,0.0,65,3.8,3407,3.9
"01000","1","5412","56","0","2017","A","",4,13,1073183,0,0,1588,82553,"",4.50,1.28,2.44,0.00,0.00,1.91,1.91,"",1,33.3,4,44.4,674945,169.5,0,0.0,0,0.0,687,76.2,35701,76.2
"01000","1","54121","57","0","2017","A","",4,13,1073183,0,0,1588,82553,"",4.50,1.28,2.44,0.00,0.00,1.91,1.91,"",1,33.3,4,44.4,674945,169.5,0,0.0,0,0.0,687,76.2,35701,76.2
"01000","1","541219","58","0","2017","A","",4,13,1073183,0,0,1588,82553,"",4.70,1.72,2.75,0.00,0.00,1.61,1.61,"",1,33.3,4,44.4,674945,169.5,0,0.0,0,0.0,687,76.2,35701,76.2
"01000","1","5413","56","0","2017","A","",24,1686,154399355,0,0,1761,91559,"",2.37,2.58,3.29,0.00,0.00,1.27,1.27,"",0,0.0,41,2.5,9235554,6.4,0,0.0,0,0.0,64,3.8,3300,3.7
"01000","1","54133","57","0","2017","A","",24,1686,154399355,0,0,1761,91559,"",2.38,2.72,3.44,0.00,0.00,1.26,1.27,"",0,0.0,41,2.5,9235554,6.4,0,0.0,0,0.0,64,3.8,3300,3.7
"01000","1","541330","58","0","2017","A","",24,1686,154399355,0,0,1761,91559,"",2.38,2.72,3.44,0.00,0.00,1.26,1.27,"",0,0.0,41,2.5,9235554,6.4,0,0.0,0,0.0,64,3.8,3300,3.7
"01000","1","5415","56","0","2017","A","",2,6,335374,0,0,1075,55896,"",2.50,2.73,2.95,0.00,0.00,1.08,1.08,"",0,0.0,0,0.0,17486,5.5,0,0.0,0,0.0,12,1.1,611,1.1
"01000","1","54151","57","0","2017","A","",2,6,335374,0,0,1075,55896,"",2.50,2.73,2.95,0.00,0.00,1.08,1.08,"",0,0.0,0,0.0,17486,5.5,0,0.0,0,0.0,12,1.1,611,1.1
"01000","1","541513","58","0","2017","A","",2,6,335374,0,0,1075,55896,"",3.66,3.51,3.40,0.00,0.00,0.97,0.97,"",0,0.0,0,0.0,17486,5.5,0,0.0,0,0.0,12,1.1,611,1.1
"01000","1","5416","56","0","2017","A","",2,5,268185,0,0,998,51907,"",2.97,0.45,0.28,0.00,0.00,0.61,0.61,"",0,0.0,0,0.0,42015,18.6,0,0.0,0,0.0,31,3.2,1647,3.3
"01000","1","54161","57","0","2017","A","",2,5,268185,0,0,998,51907,"",6.56,6.09,8.49,0.00,0.00,1.36,1.36,"",0,0.0,0,0.0,42015,18.6,0,0.0,0,0.0,31,3.2,1647,3.3
"01000","1","541612","58","0","2017","A","",1,3,170415,0,0,1092,56805,"",13.13,5.57,8.43,0.00,0.00,1.50,1.50,"",0,0.0,0,0.0,13199,8.4,0,0.0,0,0.0,-7,-0.6,-364,-0.6
"01000","1","541613","58","0","2017","A","",0,0,8242,0,0,951,49452,"",0.00,0.00,1.02,0.00,0.00,1.10,1.10,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","541614","58","0","2017","A","",1,2,89528,0,0,861,44764,"",13.13,18.57,27.48,0.00,0.00,1.45,1.45,"",0,0.0,0,0.0,20574,29.8,0,0.0,0,0.0,103,13.6,5362,13.6
"01000","1","5418","56","0","2017","A","",3,8,340005,0,0,835,43405,"",5.25,3.11,3.15,0.00,0.00,1.03,1.03,"",0,0.0,-1,-11.1,-38681,-10.2,0,0.0,0,0.0,-22,-2.6,-1146,-2.6
"01000","1","54185","57","0","2017","A","",3,8,340005,0,0,835,43405,"",5.91,3.78,3.79,0.00,0.00,1.02,1.02,"",0,0.0,-1,-11.1,-38681,-10.2,0,0.0,0,0.0,-22,-2.6,-1146,-2.6
"01000","1","541850","58","0","2017","A","",3,8,340005,0,0,835,43405,"",5.91,3.78,3.79,0.00,0.00,1.02,1.02,"",0,0.0,-1,-11.1,-38681,-10.2,0,0.0,0,0.0,-22,-2.6,-1146,-2.6
"01000","1","5419","56","0","2017","A","",5,72,7278068,0,0,1937,100735,"",2.28,1.11,1.38,0.00,0.00,1.23,1.24,"",0,0.0,-4,-5.3,-118550,-1.6,0,0.0,0,0.0,76,4.1,3942,4.1
"01000","1","54199","57","0","2017","A","",5,72,7278068,0,0,1937,100735,"",2.30,1.22,1.42,0.00,0.00,1.15,1.15,"",0,0.0,-4,-5.3,-118550,-1.6,0,0.0,0,0.0,76,4.1,3942,4.1
"01000","1","541990","58","0","2017","A","",5,72,7278068,0,0,1937,100735,"",2.30,1.22,1.42,0.00,0.00,1.15,1.15,"",0,0.0,-4,-5.3,-118550,-1.6,0,0.0,0,0.0,76,4.1,3942,4.1
"01000","1","56","54","0","2017","A","",5,25,669828,0,0,517,26883,"",2.64,0.99,0.82,0.00,0.00,0.83,0.83,"",-1,-16.7,0,0.0,-7762,-1.1,0,0.0,0,0.0,4,0.8,224,0.8
"01000","1","561","55","0","2017","A","",3,6,135719,0,0,447,23266,"",1.89,0.27,0.18,0.00,0.00,0.70,0.70,"",-1,-25.0,-1,-14.3,-19051,-12.3,0,0.0,0,0.0,17,4.0,890,4.0
"01000","1","5615","56","0","2017","A","",3,6,135719,0,0,447,23266,"",2.34,0.82,0.84,0.00,0.00,1.06,1.06,"",0,0.0,-1,-14.3,-11006,-7.5,0,0.0,0,0.0,24,5.7,1257,5.7
"01000","1","56152","57","0","2017","A","",1,1,14326,0,0,276,14326,"",1.83,0.83,0.64,0.00,0.00,0.78,0.78,"",0,0.0,0,0.0,1993,16.2,0,0.0,0,0.0,39,16.5,1993,16.2
"01000","1","561520","58","0","2017","A","",1,1,14326,0,0,276,14326,"",1.83,0.83,0.64,0.00,0.00,0.78,0.78,"",0,0.0,0,0.0,1993,16.2,0,0.0,0,0.0,39,16.5,1993,16.2
"01000","1","56159","57","0","2017","A","",2,5,121393,0,0,483,25116,"",3.03,0.83,0.89,0.00,0.00,1.10,1.10,"",0,0.0,-1,-16.7,-12999,-9.7,0,0.0,0,0.0,27,5.9,1400,5.9
"01000","1","561599","58","0","2017","A","",2,5,121393,0,0,483,25116,"",3.03,0.83,0.89,0.00,0.00,1.10,1.10,"",0,0.0,-1,-16.7,-12999,-9.7,0,0.0,0,0.0,27,5.9,1400,5.9
"01000","1","562","55","0","2017","A","",2,19,534109,0,0,538,27988,"",6.56,7.59,8.60,0.00,0.00,1.13,1.13,"",0,0.0,0,0.0,11289,2.2,0,0.0,0,0.0,-5,-0.9,-273,-1.0
"01000","1","5621","56","0","2017","A","",2,19,534109,0,0,538,27988,"",6.56,7.59,8.60,0.00,0.00,1.13,1.13,"",0,0.0,0,0.0,11289,2.2,0,0.0,0,0.0,-5,-0.9,-273,-1.0
"01000","1","56211","57","0","2017","A","",2,19,534109,0,0,538,27988,"",6.56,7.59,8.60,0.00,0.00,1.13,1.13,"",0,0.0,0,0.0,11289,2.2,0,0.0,0,0.0,-5,-0.9,-273,-1.0
"01000","1","562111","58","0","2017","A","",2,19,534109,0,0,538,27988,"",6.56,7.59,8.60,0.00,0.00,1.13,1.13,"",0,0.0,0,0.0,11289,2.2,0,0.0,0,0.0,-5,-0.9,-273,-1.0
"01000","1","61","54","0","2017","A","",7,229,11971310,0,0,1006,52315,"",3.68,1.46,1.16,0.00,0.00,0.79,0.79,"",1,16.7,-1,-0.4,815449,7.3,0,0.0,0,0.0,73,7.8,3811,7.9
"01000","1","611","55","0","2017","A","",7,229,11971310,0,0,1006,52315,"",3.68,1.46,1.16,0.00,0.00,0.79,0.79,"",1,16.7,-1,-0.4,815449,7.3,0,0.0,0,0.0,73,7.8,3811,7.9
"01000","1","6111","56","0","2017","A","",3,196,10777242,0,0,1058,55033,"",5.37,3.10,3.03,0.00,0.00,0.98,0.98,"",0,0.0,0,0.0,731324,7.3,0,0.0,0,0.0,71,7.2,3735,7.3
"01000","1","61111","57","0","2017","A","",3,196,10777242,0,0,1058,55033,"",5.37,3.10,3.03,0.00,0.00,0.98,0.98,"",0,0.0,0,0.0,731324,7.3,0,0.0,0,0.0,71,7.2,3735,7.3
"01000","1","611110","58","0","2017","A","",3,196,10777242,0,0,1058,55033,"",5.37,3.10,3.03,0.00,0.00,0.98,0.98,"",0,0.0,0,0.0,731324,7.3,0,0.0,0,0.0,71,7.2,3735,7.3
"01000","1","6113","56","0","2017","A","",1,0,30654,0,0,2358,122616,"",2.92,0.00,0.01,0.00,0.00,1.64,1.64,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","61131","57","0","2017","A","",1,0,30654,0,0,2358,122616,"",2.92,0.00,0.01,0.00,0.00,1.64,1.64,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","611310","58","0","2017","A","",1,0,30654,0,0,2358,122616,"",2.92,0.00,0.01,0.00,0.00,1.64,1.64,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","6116","56","0","2017","A","",3,33,1163414,0,0,683,35524,"",3.53,4.57,4.13,0.00,0.00,0.91,0.91,"",0,0.0,-1,-2.9,53471,4.8,0,0.0,0,0.0,58,9.3,3038,9.4
"01000","1","61169","57","0","2017","A","",3,33,1163414,0,0,683,35524,"",4.38,4.83,4.21,0.00,0.00,0.88,0.88,"",0,0.0,-1,-2.9,53471,4.8,0,0.0,0,0.0,58,9.3,3038,9.4
"01000","1","611699","58","0","2017","A","",3,33,1163414,0,0,683,35524,"",4.63,5.25,4.57,0.00,0.00,0.88,0.88,"",0,0.0,-1,-2.9,53471,4.8,0,0.0,0,0.0,58,9.3,3038,9.4
"01000","1","62","54","0","2017","A","",32,6664,472462429,0,0,1363,70896,"",2.06,1.24,1.35,0.00,0.00,1.08,1.08,"",1,3.2,120,1.8,21544226,4.8,0,0.0,0,0.0,38,2.9,1994,2.9
"01000","1","621","55","0","2017","A","",11,684,52746079,0,0,1482,77077,"",1.72,1.36,1.55,0.00,0.00,1.14,1.14,"",0,0.0,30,4.6,4826924,10.1,0,0.0,0,0.0,72,5.1,3769,5.1
"01000","1","6211","56","0","2017","A","",10,472,37943041,0,0,1545,80317,"",2.18,1.49,1.74,0.00,0.00,1.16,1.16,"",0,0.0,17,3.7,3296878,9.5,0,0.0,0,0.0,79,5.4,4088,5.4
"01000","1","62111","57","0","2017","A","",10,472,37943041,0,0,1545,80317,"",2.18,1.49,1.74,0.00,0.00,1.16,1.16,"",0,0.0,17,3.7,3296878,9.5,0,0.0,0,0.0,79,5.4,4088,5.4
"01000","1","621111","58","0","2017","A","",10,472,37943041,0,0,1545,80317,"",2.18,1.49,1.74,0.00,0.00,1.16,1.16,"",0,0.0,17,3.7,3296878,9.5,0,0.0,0,0.0,79,5.4,4088,5.4
"01000","1","6214","56","0","2017","A","",1,212,14803038,0,0,1343,69853,"",0.60,1.16,1.25,0.00,0.00,1.08,1.08,"",0,0.0,13,6.5,1530046,11.5,0,0.0,0,0.0,61,4.8,3210,4.8
"01000","1","62149","57","0","2017","A","",1,212,14803038,0,0,1343,69853,"",0.61,1.16,1.25,0.00,0.00,1.08,1.08,"",0,0.0,13,6.5,1530046,11.5,0,0.0,0,0.0,61,4.8,3210,4.8
